Driver_ID,Age,Gender,City,Education_Level,Income,Joining Designation,Grade,Total Business Value,Quarterly Rating,target,has_quartery_rating_increased,has_Income_increased,length_of_stay,doj_year,doj_month,doj_quater
404,35.0,0.0,C1,0,41553,2,2,101500,2,0,0,0,801,2018,10,4
404,36.0,0.0,C1,0,41553,2,2,101880,2,0,0,0,801,2018,10,4
404,36.0,0.0,C1,0,41553,2,2,211320,2,0,0,0,801,2018,10,4
404,36.0,0.0,C1,0,41553,2,2,323620,2,0,0,0,801,2018,10,4
404,36.0,0.0,C1,0,41553,2,2,111530,2,0,0,0,801,2018,10,4
404,36.0,0.0,C1,0,41553,2,2,242950,2,1,0,0,338,2018,10,4
405,34.0,0.0,C14,2,25028,1,1,0,1,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,0,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,970110,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,0,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,344150,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,220050,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,300670,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,360000,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,250040,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,860080,2,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,201480,1,0,1,0,571,2019,6,2
405,34.0,0.0,C14,2,25028,1,1,0,1,1,1,0,352,2019,6,2
406,42.0,0.0,C12,2,38625,1,1,0,1,0,0,0,859,2018,8,3
406,42.0,0.0,C12,2,38625,1,1,0,1,0,0,0,859,2018,8,3
406,42.0,0.0,C12,2,38625,1,1,0,1,0,0,0,859,2018,8,3
406,43.0,0.0,C12,2,38625,1,1,0,1,1,0,0,299,2018,8,3
407,40.0,1.0,C13,1,58207,1,2,333580,3,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,760830,3,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,1749540,3,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,243950,4,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,974770,4,0,1,0,1686,2016,5,2
407,40.0,,C13,1,58207,1,2,427570,4,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,432500,2,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,150450,2,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,554320,2,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,541910,3,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,500000,3,0,1,0,1686,2016,5,2
407,40.0,1.0,C13,1,58207,1,2,505220,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,1070530,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,855330,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,1403280,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,418790,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,324970,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,650040,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,350030,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,732670,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,1219720,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,205080,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,1203590,3,0,1,0,1686,2016,5,2
407,41.0,1.0,C13,1,58207,1,2,682130,3,0,1,0,1686,2016,5,2
409,29.0,0.0,C1,0,33320,2,2,0,1,0,0,0,178,2020,7,3
409,29.0,0.0,C1,0,33320,2,2,0,1,0,0,0,178,2020,7,3
409,29.0,0.0,C1,0,33320,2,2,253660,1,0,0,0,178,2020,7,3
409,29.0,0.0,C1,0,33320,2,2,0,1,0,0,0,178,2020,7,3
409,29.0,0.0,C1,0,33320,2,2,0,1,0,0,0,178,2020,7,3
409,29.0,0.0,C1,0,33320,2,2,0,1,0,0,0,178,2020,7,3
410,39.0,0.0,C24,1,57225,2,2,113800,1,0,0,0,876,2018,8,3
410,39.0,0.0,C24,1,57225,2,2,291010,1,0,0,0,876,2018,8,3
410,39.0,0.0,C24,1,57225,2,2,205020,1,0,0,0,876,2018,8,3
410,39.0,0.0,C24,1,57225,2,2,0,1,1,0,0,265,2018,8,3
411,28.0,1.0,C1,1,52572,1,1,48140,1,0,0,0,1045,2018,2,1
411,28.0,1.0,C1,1,52572,1,1,136510,1,0,0,0,1045,2018,2,1
411,28.0,1.0,C1,1,52572,1,1,0,1,1,0,0,383,2018,2,1
412,29.0,0.0,C16,2,56243,2,2,0,1,0,0,0,43,2020,11,4
412,29.0,0.0,C16,2,56243,2,2,0,1,0,0,0,43,2020,11,4
414,32.0,1.0,C25,0,97153,2,3,811710,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,902070,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,1838150,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,100140,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,100450,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,510530,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,790790,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,285900,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,860740,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,774850,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,405860,2,0,1,0,1072,2018,1,1
414,32.0,1.0,C25,0,97153,2,3,379120,2,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,344780,1,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,450000,1,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,300000,1,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,385990,2,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,630580,2,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,246810,2,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,614010,2,0,1,0,1072,2018,1,1
414,33.0,1.0,C25,0,97153,2,3,0,2,1,1,0,920,2018,1,1
415,36.0,1.0,C13,0,61575,2,2,0,1,0,1,0,98,2020,9,3
415,36.0,1.0,C13,0,61575,2,2,0,3,0,1,0,98,2020,9,3
415,36.0,1.0,C13,0,61575,2,2,811010,3,0,1,0,98,2020,9,3
415,36.0,1.0,C13,0,61575,2,2,943310,3,0,1,0,98,2020,9,3
416,35.0,1.0,C27,0,92559,3,3,0,1,0,0,0,541,2019,7,3
416,35.0,1.0,C27,0,92559,3,3,0,1,0,0,0,541,2019,7,3
416,35.0,1.0,C27,0,92559,3,3,500000,1,0,0,0,541,2019,7,3
416,35.0,1.0,C27,0,92559,3,3,490000,1,0,0,0,541,2019,7,3
416,35.0,1.0,C27,0,92559,3,3,0,1,0,0,0,541,2019,7,3
416,35.0,1.0,C27,0,92559,3,3,-990000,1,1,0,0,152,2019,7,3
417,28.0,1.0,C23,1,42027,2,2,0,1,0,0,0,52,2020,11,4
417,28.0,1.0,C23,1,42027,2,2,0,1,0,0,0,52,2020,11,4
418,30.0,0.0,C15,1,74051,1,2,452730,2,0,1,0,1978,2015,7,3
418,30.0,0.0,C15,1,74051,1,2,705790,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,981120,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,220360,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,192180,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,0,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,578480,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,151500,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,0,2,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,320050,1,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,0,1,0,1,0,1978,2015,7,3
418,31.0,0.0,C15,1,74051,1,2,100160,1,1,1,0,1605,2015,7,3
419,26.0,0.0,C13,2,38390,1,1,0,1,0,0,0,813,2018,10,4
419,26.0,0.0,C13,2,38390,1,1,0,1,1,0,0,138,2018,10,4
420,39.0,0.0,C18,2,80489,3,3,0,1,0,0,0,63,2020,10,4
420,39.0,0.0,C18,2,80489,3,3,0,1,0,0,0,63,2020,10,4
420,39.0,0.0,C18,2,80489,3,3,607260,1,0,0,0,63,2020,10,4
421,40.0,0.0,C4,2,93113,1,2,543530,3,0,1,0,1878,2015,11,4
421,40.0,0.0,C4,2,93113,1,2,492580,3,0,1,0,1878,2015,11,4
421,40.0,0.0,C4,2,93113,1,2,1577250,3,0,1,0,1878,2015,11,4
421,40.0,0.0,C4,2,93113,1,2,105140,3,0,1,0,1878,2015,11,4
421,40.0,0.0,C4,2,93113,1,2,721210,3,0,1,0,1878,2015,11,4
421,40.0,0.0,C4,2,93113,1,2,203580,3,0,1,0,1878,2015,11,4
421,40.0,0.0,C4,2,93113,1,2,150590,1,0,1,0,1878,2015,11,4
421,41.0,0.0,C4,2,93113,1,2,190840,1,0,1,0,1878,2015,11,4
421,41.0,0.0,C4,2,93113,1,2,200000,1,0,1,0,1878,2015,11,4
421,41.0,0.0,C4,2,93113,1,2,107520,1,1,1,0,1426,2015,11,4
422,25.0,0.0,C27,1,78754,2,3,1178930,2,0,1,0,1713,2016,4,2
422,25.0,0.0,C27,1,78754,2,3,2324470,2,0,1,0,1713,2016,4,2
422,25.0,0.0,C27,1,78754,2,3,1278770,2,0,1,0,1713,2016,4,2
422,25.0,0.0,C27,1,78754,2,3,0,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,682440,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,1328920,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,232800,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,1984360,4,0,1,0,1713,2016,4,2
422,,0.0,C27,1,78754,2,3,2870020,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,2375120,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,1056680,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,387720,4,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,1676920,3,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,291000,3,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,4464340,3,0,1,0,1713,2016,4,2
422,26.0,0.0,C27,1,78754,2,3,1066550,4,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,582020,4,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,1005510,4,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,473390,2,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,483090,2,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,583080,2,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,0,1,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,649560,1,0,1,0,1713,2016,4,2
422,27.0,0.0,C27,1,78754,2,3,0,1,0,1,0,1713,2016,4,2
423,36.0,0.0,C20,0,43083,1,1,512580,2,0,1,0,1704,2016,4,2
423,36.0,0.0,C20,0,43083,1,1,321880,2,0,1,0,1704,2016,4,2
423,36.0,0.0,C20,0,43083,1,1,693450,2,0,1,0,1704,2016,4,2
423,36.0,0.0,C20,0,43083,1,1,100870,1,0,1,0,1704,2016,4,2
423,36.0,0.0,C20,0,43083,1,1,0,1,0,1,0,1704,2016,4,2
423,36.0,0.0,C20,0,43083,1,1,0,1,1,1,0,1148,2016,4,2
424,39.0,0.0,C17,0,74684,2,2,1094020,2,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,243720,2,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,400140,2,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,100260,2,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,0,2,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,251000,2,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,206110,1,0,1,0,848,2018,9,3
424,39.0,0.0,C17,0,74684,2,2,150020,1,0,1,0,848,2018,9,3
424,40.0,0.0,C17,0,74684,2,2,207250,1,0,1,0,848,2018,9,3
424,40.0,0.0,C17,0,74684,2,2,0,1,1,1,0,399,2018,9,3
425,45.0,0.0,C22,1,30921,1,3,245490,1,0,1,0,1831,2015,12,4
425,45.0,0.0,C22,1,30921,1,3,717480,1,0,1,0,1831,2015,12,4
425,45.0,0.0,C22,1,30921,1,3,1061690,1,0,1,0,1831,2015,12,4
425,45.0,0.0,C22,1,30921,1,3,285950,2,0,1,0,1831,2015,12,4
425,45.0,0.0,C22,1,30921,1,3,244410,2,0,1,0,1831,2015,12,4
425,45.0,0.0,C22,1,30921,1,3,449320,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,780200,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,253220,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,552150,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,1124510,3,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,783850,3,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,250000,3,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,825580,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,679210,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,2159820,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,0,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,704870,2,0,1,0,1831,2015,12,4
425,46.0,0.0,C22,1,30921,1,3,437300,2,0,1,0,1831,2015,12,4
425,47.0,0.0,C22,1,30921,1,3,523410,2,0,1,0,1831,2015,12,4
425,47.0,0.0,C22,1,30921,1,3,476230,2,0,1,0,1831,2015,12,4
425,47.0,0.0,C22,1,30921,1,3,314810,2,0,1,0,1831,2015,12,4
425,47.0,0.0,C22,1,30921,1,3,368530,3,0,1,0,1831,2015,12,4
425,47.0,0.0,C22,1,30921,1,3,465000,3,0,1,0,1831,2015,12,4
425,47.0,0.0,C22,1,30921,1,3,1333760,3,0,1,0,1831,2015,12,4
426,34.0,0.0,C24,2,65053,2,2,100000,1,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,-300260,1,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,164280,1,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,140640,2,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,164880,2,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,436010,2,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,0,1,0,1,0,898,2018,7,3
426,34.0,0.0,C24,2,65053,2,2,0,1,1,1,0,408,2018,7,3
427,33.0,0.0,C10,1,88180,3,3,0,2,0,0,0,85,2020,10,4
427,33.0,0.0,C10,1,88180,3,3,0,2,0,0,0,85,2020,10,4
427,33.0,0.0,C10,1,88180,3,3,1465000,2,0,0,0,85,2020,10,4
429,37.0,0.0,C8,0,120771,2,4,0,1,0,0,0,562,2019,6,2
429,37.0,0.0,C8,0,120771,2,4,0,1,1,0,0,21,2019,6,2
430,31.0,0.0,C28,0,14489,1,1,0,1,0,0,0,722,2019,1,1
430,32.0,0.0,C28,0,14489,1,1,0,1,0,0,0,722,2019,1,1
430,32.0,0.0,C28,0,14489,1,1,210000,1,0,0,0,722,2019,1,1
430,32.0,0.0,C28,0,14489,1,1,0,1,1,0,0,82,2019,1,1
431,38.0,1.0,C18,0,50457,3,3,0,1,0,1,0,231,2020,5,2
431,38.0,1.0,C18,0,50457,3,3,0,1,0,1,0,231,2020,5,2
431,39.0,1.0,C18,0,50457,3,3,1084200,4,0,1,0,231,2020,5,2
431,39.0,1.0,C18,0,50457,3,3,1118580,4,0,1,0,231,2020,5,2
431,39.0,1.0,C18,0,50457,3,3,1646640,4,0,1,0,231,2020,5,2
431,39.0,1.0,C18,0,50457,3,3,721220,3,0,1,0,231,2020,5,2
431,39.0,1.0,C18,0,50457,3,3,779920,3,0,1,0,231,2020,5,2
431,39.0,1.0,C18,0,50457,3,3,364800,3,0,1,0,231,2020,5,2
432,35.0,0.0,C14,0,17047,1,1,0,1,0,1,0,569,2019,6,2
432,35.0,0.0,C14,0,17047,1,1,0,1,0,1,0,569,2019,6,2
432,35.0,0.0,C14,0,17047,1,1,344020,1,0,1,0,569,2019,6,2
432,35.0,0.0,C14,0,17047,1,1,0,1,0,1,0,569,2019,6,2
432,35.0,0.0,C14,0,17047,1,1,150290,3,0,1,0,569,2019,6,2
432,35.0,0.0,C14,0,17047,1,1,519610,3,0,1,0,569,2019,6,2
432,35.0,0.0,C14,0,17047,1,1,164560,3,0,1,0,569,2019,6,2
432,36.0,0.0,C14,0,17047,1,1,0,2,0,1,0,569,2019,6,2
432,36.0,0.0,C14,0,17047,1,1,704960,2,0,1,0,569,2019,6,2
432,36.0,0.0,C14,0,17047,1,1,214400,2,0,1,0,569,2019,6,2
432,36.0,0.0,C14,0,17047,1,1,0,1,1,1,0,321,2019,6,2
433,36.0,0.0,C13,2,78656,3,3,0,1,0,1,0,213,2020,5,2
433,36.0,0.0,C13,2,78656,3,3,1037650,2,0,1,0,213,2020,5,2
433,36.0,0.0,C13,2,78656,3,3,0,2,0,1,0,213,2020,5,2
433,36.0,0.0,C13,2,78656,3,3,0,2,0,1,0,213,2020,5,2
433,37.0,0.0,C13,2,78656,3,3,155640,1,1,1,0,147,2020,5,2
434,28.0,1.0,C6,2,80469,1,2,5033020,4,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,1925490,4,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,3148500,4,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,0,2,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,194010,2,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,300690,2,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,500000,4,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,1918440,4,0,1,1,1235,2017,8,3
434,28.0,1.0,C6,2,80469,1,2,1507780,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,884060,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,3242510,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,710000,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,4200000,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,750000,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,2349770,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,496410,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,6150360,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,80469,1,2,4209300,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,88515,1,3,1250460,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,88515,1,3,3091890,4,0,1,1,1235,2017,8,3
434,29.0,1.0,C6,2,88515,1,3,1310320,4,0,1,1,1235,2017,8,3
434,30.0,1.0,C6,2,88515,1,3,4929550,4,0,1,1,1235,2017,8,3
434,30.0,1.0,C6,2,88515,1,3,786230,4,0,1,1,1235,2017,8,3
434,30.0,1.0,C6,2,88515,1,3,2792020,4,0,1,1,1235,2017,8,3
435,29.0,0.0,C22,0,63479,1,1,417110,3,0,1,0,930,2018,6,2
435,29.0,0.0,C22,0,63479,1,1,726140,3,0,1,0,930,2018,6,2
435,29.0,0.0,C22,0,63479,1,1,1616720,3,0,1,0,930,2018,6,2
435,29.0,0.0,C22,0,63479,1,1,0,1,0,1,0,930,2018,6,2
435,29.0,0.0,C22,0,63479,1,1,0,1,1,1,0,343,2018,6,2
436,28.0,0.0,C24,2,128590,1,4,8850600,4,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,550000,4,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,11040770,4,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,3170420,4,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,453690,4,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,310020,4,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,1149410,1,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,-639880,1,0,1,0,1298,2017,6,2
436,28.0,0.0,C24,2,128590,1,4,243400,1,1,1,0,827,2017,6,2
438,43.0,1.0,C9,2,81206,1,2,324950,3,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,238390,3,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,2975860,3,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,110640,2,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,0,2,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,736640,2,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,963860,3,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,1090620,3,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,359400,3,0,1,0,806,2018,10,4
438,43.0,1.0,C9,2,81206,1,2,139720,1,1,1,0,365,2018,10,4
439,27.0,0.0,C3,1,60246,1,1,0,1,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,349440,3,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,696920,3,0,1,0,396,2019,11,4
439,27.0,,C3,1,60246,1,1,1561820,3,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,0,2,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,534640,2,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,127320,2,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,233040,2,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,600000,2,0,1,0,396,2019,11,4
439,27.0,0.0,C3,1,60246,1,1,0,2,1,1,0,304,2019,11,4
440,38.0,0.0,C16,1,113125,2,4,585330,1,0,1,0,2696,2013,8,3
440,38.0,0.0,C16,1,113125,2,4,193850,1,0,1,0,2696,2013,8,3
440,38.0,0.0,C16,1,113125,2,4,1048890,1,0,1,0,2696,2013,8,3
440,38.0,0.0,C16,1,113125,2,4,0,1,0,1,0,2696,2013,8,3
440,38.0,0.0,C16,1,113125,2,4,151400,1,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,371280,1,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,455290,2,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,1315420,2,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,384360,2,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,463560,3,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,3653640,3,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,127800,3,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,-1477940,1,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,1962640,1,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,2716620,1,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,256000,1,0,1,0,2696,2013,8,3
440,39.0,0.0,C16,1,113125,2,4,799430,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,198230,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,384020,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,352940,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,503790,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,403760,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,0,1,0,1,0,2696,2013,8,3
440,40.0,0.0,C16,1,113125,2,4,1541390,1,0,1,0,2696,2013,8,3
441,31.0,0.0,C6,2,81288,3,3,0,1,0,1,0,211,2020,5,2
441,31.0,0.0,C6,2,81288,3,3,1456060,3,0,1,0,211,2020,5,2
441,32.0,0.0,C6,2,81288,3,3,394840,3,0,1,0,211,2020,5,2
441,32.0,0.0,C6,2,81288,3,3,301300,3,0,1,0,211,2020,5,2
441,32.0,0.0,C6,2,81288,3,3,1575200,3,0,1,0,211,2020,5,2
441,32.0,0.0,C6,2,81288,3,3,805200,3,0,1,0,211,2020,5,2
441,32.0,0.0,C6,2,81288,3,3,200210,3,0,1,0,211,2020,5,2
442,32.0,0.0,C23,2,73933,3,3,0,1,0,0,0,465,2019,9,3
442,32.0,0.0,C23,2,73933,3,3,0,1,0,0,0,465,2019,9,3
442,32.0,0.0,C23,2,73933,3,3,0,1,1,0,0,46,2019,9,3
443,31.0,1.0,C3,1,55108,2,2,0,1,0,0,0,115,2020,9,3
443,31.0,1.0,C3,1,55108,2,2,0,1,0,0,0,115,2020,9,3
443,31.0,1.0,C3,1,55108,2,2,0,1,0,0,0,115,2020,9,3
443,31.0,1.0,C3,1,55108,2,2,0,1,1,0,0,93,2020,9,3
444,31.0,0.0,C15,1,36856,1,1,0,1,0,1,0,396,2019,11,4
444,31.0,0.0,C15,1,36856,1,1,150360,2,0,1,0,396,2019,11,4
444,31.0,0.0,C15,1,36856,1,1,150570,2,0,1,0,396,2019,11,4
444,32.0,0.0,C15,1,36856,1,1,709010,2,0,1,0,396,2019,11,4
444,32.0,0.0,C15,1,36856,1,1,0,1,0,1,0,396,2019,11,4
444,32.0,0.0,C15,1,36856,1,1,151270,1,0,1,0,396,2019,11,4
